                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     76,                 1.0116,                0.65381,                 1.0905,                0.26738,                0.32535,                 0.1891,                0.07833,                 2.3226,                 2.2775,                 1.8368,              0.0017558,              0.0017558,              0.0017558
                     77,                 1.0368,                0.65293,                 1.0893,                0.51547,                0.43155,                0.43189,                0.19332,                 2.0551,                 1.4074,                 1.6472,              0.0017525,              0.0017525,              0.0017525
                     78,                 1.0012,                0.64781,                 1.0913,                0.62514,                0.45795,                0.49921,                0.23548,                 1.9028,                 1.3044,                 1.5473,              0.0017492,              0.0017492,              0.0017492
                     79,                  1.037,                0.65786,                 1.1071,                0.38144,                0.30632,                0.29073,                0.11664,                  2.491,                 1.6709,                  1.898,              0.0017459,              0.0017459,              0.0017459
                     80,                 1.0102,                0.65285,                  1.086,                0.50234,                0.41393,                0.41091,                0.17504,                 2.1558,                 1.4927,                   1.64,              0.0017426,              0.0017426,              0.0017426
                     81,                0.98668,                0.62745,                 1.0837,                0.66436,                0.47023,                0.53886,                0.25452,                  1.917,                  1.211,                 1.5101,              0.0017393,              0.0017393,              0.0017393
                     82,                0.97529,                0.62218,                 1.0735,                0.64492,                0.44936,                0.49704,                 0.2248,                 2.0453,                 1.3175,                 1.6159,               0.001736,               0.001736,               0.001736
                     83,                0.98098,                0.63458,                 1.0887,                0.61161,                0.52393,                0.54964,                0.26427,                 1.8909,                 1.1879,                 1.5192,              0.0017327,              0.0017327,              0.0017327
                     84,                0.99712,                0.63831,                 1.0936,                 0.4924,                0.41375,                0.42619,                0.20176,                 2.0243,                 1.4836,                 1.6087,              0.0017294,              0.0017294,              0.0017294
                     85,                 1.0231,                0.65908,                 1.1081,                0.58129,                0.39543,                0.45776,                0.21073,                 2.0457,                 1.3799,                 1.6107,              0.0017261,              0.0017261,              0.0017261
                     86,                0.97171,                0.61686,                 1.0713,                0.67287,                 0.4647,                0.54462,                0.26225,                 1.8378,                 1.1869,                 1.4512,              0.0017228,              0.0017228,              0.0017228
                     87,                0.96528,                0.61353,                 1.0712,                 0.6302,                0.40695,                0.48277,                0.21438,                 2.0467,                 1.3602,                 1.6088,              0.0017195,              0.0017195,              0.0017195
                     88,                0.96595,                0.63161,                 1.0776,                0.62398,                0.42541,                0.48073,                0.21673,                 2.0108,                 1.3028,                 1.5871,              0.0017162,              0.0017162,              0.0017162
                     89,                0.98477,                0.62137,                 1.0847,                0.62995,                 0.4483,                0.50338,                0.24922,                 1.8785,                 1.2448,                 1.4984,              0.0017129,              0.0017129,              0.0017129
                     90,                0.97762,                0.62565,                 1.0819,                0.66434,                   0.52,                 0.5744,                0.28452,                 1.7952,                 1.1529,                 1.4549,              0.0017096,              0.0017096,              0.0017096
                     91,                0.98216,                 0.6186,                 1.0825,                0.61316,                0.47023,                0.49815,                0.24382,                 1.9516,                 1.2936,                 1.5718,              0.0017063,              0.0017063,              0.0017063
