                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     48,                 1.6541,                 1.4092,                 1.4882,                  5e-05,                0.00307,                  3e-05,                  1e-05,                  4.004,                 6.1354,                 3.4065,              0.0018482,              0.0018482,              0.0018482
                     49,                 1.6416,                 1.3915,                 1.4987,                0.00161,                0.09515,                 0.0009,                0.00019,                 4.5344,                 4.3441,                 3.8103,              0.0018449,              0.0018449,              0.0018449
                     50,                 1.6113,                 1.3278,                  1.463,                0.00096,                0.00061,                0.00048,                0.00019,                 3.5132,                 6.3776,                 2.8935,              0.0018416,              0.0018416,              0.0018416
                     51,                 1.6406,                 1.3897,                 1.5041,                0.01351,                0.03131,                0.00718,                0.00252,                 3.3792,                 6.1234,                 2.8132,              0.0018383,              0.0018383,              0.0018383
                     52,                 1.6422,                 1.3979,                 1.4957,                0.00566,                0.00737,                0.00289,                0.00101,                 3.7587,                 5.8974,                 3.1893,               0.001835,               0.001835,               0.001835
                     53,                 1.6215,                 1.3596,                 1.4695,                0.00945,                0.02087,                0.00527,                0.00188,                 3.4674,                 7.0335,                 2.9416,              0.0018317,              0.0018317,              0.0018317
                     54,                 1.6049,                 1.3403,                 1.4649,                0.00014,                0.00798,                  7e-05,                  2e-05,                 3.6258,                 6.3225,                 2.5885,              0.0018284,              0.0018284,              0.0018284
                     55,                 1.6064,                 1.3121,                 1.4504,                0.01886,                0.02149,                0.00992,                0.00374,                  4.536,                 6.7131,                 4.3845,              0.0018251,              0.0018251,              0.0018251
                     56,                 1.6098,                 1.3323,                 1.4768,                0.00079,                0.00859,                 0.0004,                0.00011,                 4.1413,                 4.7917,                 3.2242,              0.0018218,              0.0018218,              0.0018218
                     57,                 1.6188,                 1.3454,                 1.4733,                0.01818,                0.00491,                 0.0092,                0.00371,                 3.8689,                 6.4186,                 3.1142,              0.0018185,              0.0018185,              0.0018185
                     58,                 1.5847,                 1.3212,                 1.4505,                0.00729,                0.00614,                 0.0037,                0.00082,                 3.5646,                  6.412,                 3.0471,              0.0018152,              0.0018152,              0.0018152
                     59,                 1.5701,                 1.2961,                 1.4426,                0.00011,                0.00307,                  6e-05,                  3e-05,                 3.6612,                 6.7844,                 3.1835,              0.0018119,              0.0018119,              0.0018119
                     60,                 1.5791,                 1.2974,                 1.4315,                0.01292,                0.02762,                0.00696,                 0.0024,                 4.0703,                 6.1228,                 3.6727,              0.0018086,              0.0018086,              0.0018086
                     61,                 1.5763,                 1.2986,                 1.4292,                0.00896,                0.03376,                0.00477,                0.00139,                 4.2776,                 5.6857,                  3.592,              0.0018053,              0.0018053,              0.0018053
                     62,                 1.5997,                 1.3402,                 1.4767,                0.00268,                0.14794,                0.00167,                0.00042,                 4.1332,                 4.5837,                 3.0372,               0.001802,               0.001802,               0.001802
                     63,                  1.581,                 1.3026,                 1.4499,                0.00825,                0.01842,                0.00245,                0.00084,                 4.4387,                 7.9291,                 4.0794,              0.0017987,              0.0017987,              0.0017987
                     64,                 1.5364,                 1.2727,                 1.4373,                0.02346,                0.00921,                0.00418,                0.00135,                 4.6268,                 8.4495,                 4.5844,              0.0017954,              0.0017954,              0.0017954
                     65,                 1.5577,                 1.2655,                 1.4226,                0.00018,                 0.0043,                  9e-05,                  4e-05,                 3.7053,                 5.3086,                 2.4326,              0.0017921,              0.0017921,              0.0017921
                     66,                 1.5566,                 1.2644,                 1.4274,                0.03481,                0.02701,                0.00706,                 0.0021,                 3.8845,                 7.2487,                 3.2347,              0.0017888,              0.0017888,              0.0017888
                     67,                  1.546,                 1.2507,                 1.4297,                0.01614,                0.02026,                0.00877,                 0.0033,                 3.9135,                 7.2939,                 3.3077,              0.0017855,              0.0017855,              0.0017855
                     68,                 1.5314,                 1.2403,                  1.417,                0.01593,                0.00798,                0.00816,                0.00356,                 3.6651,                 7.7853,                 3.4916,              0.0017822,              0.0017822,              0.0017822
                     69,                 1.5316,                  1.235,                 1.4193,                 0.0156,                0.02333,                0.00862,                0.00332,                 4.2521,                 6.9882,                  3.825,              0.0017789,              0.0017789,              0.0017789
                     70,                 1.5249,                 1.2238,                 1.4028,                0.01998,                0.02947,                0.01061,                0.00442,                 3.9563,                 7.1139,                 3.4552,              0.0017756,              0.0017756,              0.0017756
                     71,                 1.5209,                 1.2214,                 1.4127,                0.00063,                0.02271,                0.00032,                  8e-05,                 3.9586,                 4.3441,                 2.7933,              0.0017723,              0.0017723,              0.0017723
