                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     50,                 1.1701,                0.81393,                 1.1889,                0.63832,                0.46046,                0.51313,                0.23267,                 1.8756,                 1.3281,                 1.4645,              0.0018416,              0.0018416,              0.0018416
                     51,                 1.1824,                 0.8108,                 1.2011,                0.57992,                 0.4322,                0.48518,                0.22248,                 1.9105,                 1.3866,                 1.4432,              0.0018383,              0.0018383,              0.0018383
                     52,                 1.1723,                0.77033,                 1.1903,                0.58703,                0.43892,                0.48371,                0.20933,                 1.9396,                 1.3562,                 1.4703,               0.001835,               0.001835,               0.001835
                     53,                 1.1822,                0.79268,                  1.199,                0.72283,                0.44025,                0.54074,                0.23259,                 2.0128,                 1.2359,                 1.5012,              0.0018317,              0.0018317,              0.0018317
                     54,                 1.1579,                 0.7779,                 1.1708,                0.63534,                0.43094,                0.48298,                0.22508,                 1.9531,                 1.2932,                 1.4746,              0.0018284,              0.0018284,              0.0018284
                     55,                 1.1379,                0.76294,                 1.1646,                0.71687,                0.50031,                0.57002,                0.26327,                  1.838,                 1.1316,                  1.431,              0.0018251,              0.0018251,              0.0018251
                     56,                 1.1479,                0.77211,                 1.1875,                0.67849,                0.47698,                0.55775,                 0.2602,                 1.8772,                 1.2068,                 1.4743,              0.0018218,              0.0018218,              0.0018218
                     57,                 1.1414,                0.78283,                 1.1709,                0.62188,                0.49774,                0.54319,                0.24605,                 1.9154,                 1.2262,                 1.4716,              0.0018185,              0.0018185,              0.0018185
                     58,                 1.1529,                0.79014,                  1.194,                0.64716,                0.46409,                0.52306,                 0.2312,                 1.9741,                   1.24,                 1.5158,              0.0018152,              0.0018152,              0.0018152
                     59,                 1.1286,                0.75014,                 1.1684,                0.62769,                0.47575,                0.51504,                0.24058,                 1.8747,                 1.3195,                 1.4371,              0.0018119,              0.0018119,              0.0018119
                     60,                 1.1208,                0.75738,                 1.1614,                0.61856,                0.47391,                0.51583,                0.23062,                 1.9335,                 1.3101,                  1.452,              0.0018086,              0.0018086,              0.0018086
                     61,                 1.1414,                0.75038,                 1.1714,                0.63767,                0.48619,                0.53098,                0.24716,                 1.8774,                 1.2668,                 1.4719,              0.0018053,              0.0018053,              0.0018053
                     62,                 1.1109,                0.74167,                 1.1679,                0.63629,                 0.4954,                0.52853,                0.25039,                 1.8951,                 1.2458,                 1.5236,               0.001802,               0.001802,               0.001802
                     63,                 1.1581,                0.77183,                 1.1758,                0.67459,                0.43585,                0.53157,                0.24751,                 1.9062,                 1.2062,                 1.4551,              0.0017987,              0.0017987,              0.0017987
                     64,                 1.1392,                 0.7628,                 1.1844,                0.65366,                 0.4954,                0.55728,                0.25654,                  1.865,                 1.1588,                 1.4224,              0.0017954,              0.0017954,              0.0017954
                     65,                 1.1305,                0.72679,                 1.1637,                0.60192,                0.48128,                0.51738,                0.24773,                 1.8601,                 1.2544,                 1.4701,              0.0017921,              0.0017921,              0.0017921
                     66,                 1.1142,                0.74688,                 1.1599,                0.63964,                 0.5353,                0.57538,                0.26488,                 1.8369,                 1.1637,                 1.4325,              0.0017888,              0.0017888,              0.0017888
                     67,                 1.1428,                0.74937,                 1.1582,                0.65588,                 0.4645,                0.52223,                0.22676,                   2.02,                 1.2602,                 1.5308,              0.0017855,              0.0017855,              0.0017855
                     68,                 1.1027,                 0.7468,                 1.1535,                0.66954,                0.44997,                0.52717,                0.24113,                 1.9212,                 1.2247,                 1.4909,              0.0017822,              0.0017822,              0.0017822
                     69,                  1.098,                0.74272,                 1.1647,                0.60485,                0.47882,                0.51796,                0.25486,                 1.8387,                 1.2316,                 1.4742,              0.0017789,              0.0017789,              0.0017789
                     70,                 1.1148,                 0.7268,                  1.159,                0.66817,                0.48066,                0.55388,                0.26704,                 1.8024,                 1.1643,                 1.4092,              0.0017756,              0.0017756,              0.0017756
                     71,                 1.0714,                0.70747,                 1.1396,                0.71178,                0.48373,                0.55509,                0.25806,                 1.8895,                 1.1759,                 1.4756,              0.0017723,              0.0017723,              0.0017723
                     72,                 1.0698,                0.71024,                 1.1461,                0.64659,                0.45262,                0.51922,                0.24652,                 1.9178,                 1.3273,                 1.5016,               0.001769,               0.001769,               0.001769
                     73,                 1.0897,                0.72588,                 1.1424,                0.64792,                0.43831,                0.50307,                0.23216,                  1.934,                 1.3403,                 1.4927,              0.0017657,              0.0017657,              0.0017657
                     74,                 1.0885,                0.72234,                 1.1489,                0.64153,                0.51416,                0.53053,                0.24756,                 1.8893,                 1.2147,                 1.5005,              0.0017624,              0.0017624,              0.0017624
                     75,                 1.0764,                0.71361,                  1.133,                0.66919,                0.50583,                0.57478,                0.26998,                  1.839,                 1.1502,                 1.4316,              0.0017591,              0.0017591,              0.0017591
                     76,                  1.055,                0.69863,                 1.1281,                0.69614,                0.49601,                0.56532,                0.28081,                 1.7712,                 1.1416,                 1.3991,              0.0017558,              0.0017558,              0.0017558
                     77,                  1.066,                 0.6998,                 1.1398,                0.61148,                0.47023,                0.49932,                0.22747,                 1.9699,                 1.2327,                 1.5181,              0.0017525,              0.0017525,              0.0017525
                     78,                 1.0662,                0.71059,                 1.1384,                0.69258,                 0.4647,                0.53062,                 0.2455,                 1.8652,                 1.1979,                 1.4875,              0.0017492,              0.0017492,              0.0017492
                     79,                  1.072,                0.71933,                 1.1371,                0.64294,                0.50405,                0.54444,                0.25666,                 1.8703,                 1.1605,                 1.4443,              0.0017459,              0.0017459,              0.0017459
                     80,                 1.0554,                0.69982,                 1.1259,                0.64275,                0.52548,                0.55738,                0.25879,                 1.8236,                 1.1714,                 1.4199,              0.0017426,              0.0017426,              0.0017426
                     81,                  1.022,                0.68162,                 1.1175,                0.62547,                0.47698,                0.50676,                0.24411,                 1.8565,                 1.2803,                 1.4689,              0.0017393,              0.0017393,              0.0017393
                     82,                 1.0476,                0.68977,                 1.1231,                0.67117,                0.47486,                0.53738,                0.25173,                 1.8905,                 1.2001,                  1.457,               0.001736,               0.001736,               0.001736
                     83,                 1.0427,                0.68747,                 1.1247,                0.60263,                0.44567,                 0.4816,                0.22684,                 1.9245,                 1.3194,                 1.5082,              0.0017327,              0.0017327,              0.0017327
                     84,                 1.0792,                0.69249,                 1.1373,                0.65941,                0.49417,                0.54844,                0.25809,                 1.7998,                 1.2404,                 1.4289,              0.0017294,              0.0017294,              0.0017294
                     85,                 1.0459,                0.68832,                 1.1219,                0.71078,                0.50092,                0.57314,                 0.2843,                 1.7899,                  1.161,                 1.4092,              0.0017261,              0.0017261,              0.0017261
                     86,                 1.0557,                0.67979,                 1.1239,                0.72569,                0.45365,                0.55759,                0.26898,                 1.8245,                 1.1412,                 1.4449,              0.0017228,              0.0017228,              0.0017228
                     87,                  1.027,                0.66377,                 1.1098,                0.65226,                0.52275,                0.56974,                0.28292,                 1.7908,                 1.1499,                 1.4301,              0.0017195,              0.0017195,              0.0017195
                     88,                 1.0314,                0.67441,                 1.1202,                0.66059,                0.47637,                0.53627,                0.26347,                 1.7985,                 1.2049,                 1.4425,              0.0017162,              0.0017162,              0.0017162
                     89,                  1.033,                0.67381,                 1.1156,                0.68211,                0.50583,                0.56767,                0.28848,                 1.7313,                 1.1249,                 1.3815,              0.0017129,              0.0017129,              0.0017129
                     90,                 1.0221,                0.65779,                 1.1118,                0.62939,                0.51604,                0.55895,                0.26763,                 1.7702,                 1.2204,                 1.4309,              0.0017096,              0.0017096,              0.0017096
                     91,                 1.0154,                0.65655,                 1.1109,                 0.6961,                0.52486,                0.58838,                0.29041,                 1.7824,                 1.0851,                 1.4237,              0.0017063,              0.0017063,              0.0017063
                     92,                 1.0238,                0.64647,                 1.1054,                0.65874,                0.47992,                0.52563,                0.25303,                 1.8152,                 1.2434,                 1.4453,               0.001703,               0.001703,               0.001703
                     93,                 1.0226,                0.67757,                 1.1239,                0.63445,                0.52056,                0.56075,                0.27533,                 1.7969,                 1.1676,                 1.4078,              0.0016997,              0.0016997,              0.0016997
